S.No,Compound,A,B,In literature,Lowest distortion,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ
3098,PbLuO3,Pb,Lu,FALSE,orthorhombic,not balanced,not balanced,"1,49","0,99","0,86","2,33","1,27","2,659877134","2,209114963","-2,55225","0,904220618",-,"0,614285714"
3099,PbMgO3,Pb,Mg,FALSE,cubic,not balanced,not balanced,"1,49","0,99","0,72","2,33","1,31","2,659877134","2,046489492","-2,303464286","0,963933301",-,"0,514285714"
3100,PbMnO3,Pb,Mn,FALSE,orthorhombic,2,4,"1,49","0,99","0,53","2,33","1,55","2,659877134","2,16999357","-1,867","1,058828289","4,081085322","0,378571429"
3101,PbMoO3,Pb,Mo,FALSE,tetragonal,2,4,"1,49","0,99","0,65","2,33","2,16","2,659877134","1,7893","-1,737392857","0,996848096","3,680415313","0,464285714"
3102,PbNaO3,Pb,Na,FALSE,orthorhombic,not balanced,not balanced,"1,49","0,99","1,02","2,33","0,93","2,659877134","2,425828064","-2,993178571","0,844437437",-,"0,728571429"
3103,PbNbO3,Pb,Nb,FALSE,orthorhombic,2,4,"1,49","0,99","0,68","2,33","1,6","2,659877134","1,955055241","-2,084142857","0,98247048","3,645434052","0,485714286"
3104,PbNdO3,Pb,Nd,FALSE,cubic,not balanced,not balanced,"1,49","0,99","0,98","2,33","1,14","2,659877134","2,320966993","-2,816428571","0,858629663",-,"0,7"
3105,PbNiO3,Pb,Ni,FALSE,orthorhombic,2,4,"1,49","0,99","0,48","2,33","1,91","2,659877134","2,103725488","-1,594178571","1,086988616","4,397451589","0,342857143"
3106,PbNpO3,Pb,Np,FALSE,orthorhombic,element not in BV,element not in BV,"1,49","0,99","0,86","2,33","1,36","2,659877134",0,"-2,504357143","0,904220618",-,"0,614285714"
3107,PbOsO3,Pb,Os,FALSE,orthorhombic,element not in BV,element not in BV,"1,49","0,99","0,57","2,33","2,2","2,659877134","1,954921624","-1,586107143","1,037329237",-,"0,407142857"
3108,PbPaO3,Pb,Pa,FALSE,orthorhombic,element not in BV,element not in BV,"1,49","0,99","0,91","2,33","1,5","2,659877134",0,"-2,511107143","0,884648744",-,"0,65"
3109,Pb2O3,Pb,Pb,FALSE,orthorhombic,not balanced,not balanced,"1,49","0,99","0,99","2,33","2,33","2,659877134","2,362863567","-2,199428571","0,85503707",-,"0,707142857"
3110,PbPdO3,Pb,Pd,FALSE,orthorhombic,2,4,"1,49","0,99","0,62","2,33","2,2","2,659877134","2,04250519","-1,667357143","1,011652771","3,739800677","0,442857143"
3111,PbPmO3,Pb,Pm,FALSE,cubic,element not in BV,element not in BV,"1,49","0,99","0,97","2,33","1,13","2,659877134",0,"-2,8055","0,862252573",-,"0,692857143"
3112,PbPrO3,Pb,Pr,FALSE,cubic,2,4,"1,49","0,99","0,85","2,33","1,13","2,659877134","2,340791612","-2,6105","0,908239377","3,893118461","0,607142857"
3113,PbPtO3,Pb,Pt,FALSE,orthorhombic,element not in BV,element not in BV,"1,49","0,99","0,67","2,33","2,28","2,659877134","2,64390067","-1,706035714","0,987216714",-,"0,478571429"
3114,PbPuO3,Pb,Pu,FALSE,orthorhombic,element not in BV,element not in BV,"1,49","0,99","0,83","2,33","1,28","2,659877134","2,226583834","-2,498178571","0,916385021",-,"0,592857143"
3115,PbRbO3,Pb,Rb,FALSE,orthorhombic,not balanced,not balanced,"1,49","0,99","1,52","2,33","0,82","2,659877134","2,825996661","-3,864214286","0,699841985",-,"1,085714286"
3116,PbReO3,Pb,Re,FALSE,cubic,2,4,"1,49","0,99","0,63","2,33","1,9","2,659877134","1,98797081","-1,84325","1,00666926","3,717221177","0,45"
3117,PbRhO3,Pb,Rh,FALSE,orthorhombic,2,4,"1,49","0,99","0,6","2,33","2,28","2,659877134","2,001424352","-1,592285714","1,021769299","3,793598445","0,428571429"
3118,PbRuO3,Pb,Ru,FALSE,orthorhombic,2,4,"1,49","0,99","0,62","2,33","2,2","2,659877134","2,018753288","-1,667357143","1,011652771","3,739800677","0,442857143"
3119,PbSbO3,Pb,Sb,FALSE,orthorhombic,2,4,"1,49","0,99","0,68","2,33","2,05","2,659877134","2,075848892","-1,844678571","0,98247048","3,645434052","0,485714286"
3120,PbScO3,Pb,Sc,FALSE,orthorhombic,not balanced,not balanced,"1,49","0,99","0,75","2,33","1,36","2,659877134","2,074614707","-2,325607143","0,950483069",-,"0,535714286"
3121,PbSiO3,Pb,Si,FALSE,tetragonal,2,4,"1,49","0,99","0,4","2,33","1,9","2,659877134","1,783360927","-1,4695","1,135299221","5,165111237","0,285714286"
3122,PbSmO3,Pb,Sm,FALSE,cubic,not balanced,not balanced,"1,49","0,99","0,96","2,33","1,17","2,659877134","2,311832729","-2,767964286","0,865906185",-,"0,685714286"
3123,PbSnO3,Pb,Sn,FALSE,rhombohedral,2,4,"1,49","0,99","0,69","2,33","1,96","2,659877134","2,052287148","-1,908821429","0,977769664","3,639036549","0,492857143"
3124,PbSrO3,Pb,Sr,FALSE,orthorhombic,not balanced,not balanced,"1,49","0,99","1,18","2,33","0,95","2,659877134","2,452968591","-3,242535714","0,792069224",-,"0,842857143"
3125,PbTaO3,Pb,Ta,FALSE,rhombohedral,2,4,"1,49","0,99","0,68","2,33","1,5","2,659877134","1,956808277","-2,137357143","0,98247048","3,645434052","0,485714286"
3126,PbTbO3,Pb,Tb,FALSE,orthorhombic,2,4,"1,49","0,99","0,76","2,33","1,2","2,659877134","2,256932729","-2,427","0,946082684","3,666491946","0,542857143"
3127,PbTcO3,Pb,Tc,FALSE,rhombohedral,element not in BV,element not in BV,"1,49","0,99","0,6","2,33","1,9","2,659877134",0,"-1,7945","1,021769299",-,"0,428571429"
3128,PbTeO3,Pb,Te,FALSE,tetragonal,2,4,"1,49","0,99","0,97","2,33","2,1","2,659877134","2,115491508","-2,289321429","0,862252573","4,600596498","0,692857143"
3129,PbThO3,Pb,Th,FALSE,orthorhombic,2,4,"1,49","0,99","0,94","2,33","1,3","2,659877134","2,246056043","-2,666285714","0,873307093","4,371381196","0,671428571"
3130,PbTiO3,Pb,Ti,TRUE,tetragonal,2,4,"1,49","0,99","0,61","2,33","1,54","2,659877134","1,927848949","-2,002321429","1,016685869","3,765238332","0,435714286"
3131,PbTlO3,Pb,Tl,FALSE,orthorhombic,not balanced,not balanced,"1,49","0,99","1,2","2,33","1,62","2,659877134","2,297683747","-2,9185","0,785976384",-,"0,857142857"
3132,PbTmO3,Pb,Tm,FALSE,orthorhombic,not balanced,not balanced,"1,49","0,99","0,96","2,33","1,25","2,659877134","2,119700811","-2,725392857","0,865906185",-,"0,685714286"
3133,PbUO3,Pb,U,FALSE,orthorhombic,2,4,"1,49","0,99","0,89","2,33","1,38","2,659877134","2,0478","-2,542464286","0,892374933","4,070705054","0,635714286"
3134,PbVO3,Pb,V,FALSE,tetragonal,2,4,"1,49","0,99","0,58","2,33","1,63","2,659877134","1,758039163","-1,905678571","1,032090201","3,859381963","0,414285714"
3135,PbWO3,Pb,W,FALSE,cubic,2,4,"1,49","0,99","0,66","2,33","2,36","2,659877134","1,7456","-1,647214286","0,992009028","3,666095201","0,471428571"
3136,PbYO3,Pb,Y,FALSE,orthorhombic,not balanced,not balanced,"1,49","0,99","0,9","2,33","1,22","2,659877134","2,235124352","-2,643857143","0,888495042",-,"0,642857143"
3137,PbYbO3,Pb,Yb,FALSE,cubic,not balanced,not balanced,"1,49","0,99","0,95","2,33","1,1","2,659877134","2,223980699","-2,788964286","0,869590893",-,"0,678571429"
3138,PbZnO3,Pb,Zn,FALSE,orthorhombic,not balanced,not balanced,"1,49","0,99","0,74","2,33","1,65","2,659877134","2,096140752","-2,155035714","0,954924578",-,"0,528571429"
3139,PbZrO3,Pb,Zr,TRUE,orthorhombic,2,4,"1,49","0,99","0,72","2,33","1,33","2,659877134","2,043777903","-2,292821429","0,963933301","3,635358295","0,514285714"
3140,PdAcO3,Pd,Ac,FALSE,orthorhombic,element not in BV,element not in BV,"0,75","0,75","1,12","2,2","1,1","2,37071038",0,"-2,498785714","0,603285547",-,"0,8"
3141,PdAgO3,Pd,Ag,FALSE,cubic,3,3,"0,76","0,75","0,75","2,2","1,93","2,37071038","2,488353231","-1,663428571","0,71039565","222,3833112","0,535714286"
3142,PdAlO3,Pd,Al,FALSE,cubic,3,3,"0,76","0,75","0,54","2,2","1,61","2,37071038","1,892894405","-1,399285714","0,787294148","5,947328359","0,385714286"
3143,PdAsO3,Pd,As,FALSE,cubic,3,3,"0,76","0,75","0,58","2,2","2,18","2,37071038","1,932227032","-1,311428571","0,771389216","7,957541252","0,414285714"
3144,PdAuO3,Pd,Au,FALSE,cubic,element not in BV,element not in BV,"0,75","0,75","0,93","2,2","2,54","2,37071038","2,31369847","-1,7955","0,652480506",-,"0,664285714"
3145,PdBO3,Pd,B,FALSE,cubic,3,3,"0,76","0,75","0,27","2,2","2,04","2,37071038","1,624661665","-0,831285714","0,914581226","4,344884879","0,192857143"
3146,PdBaO3,Pd,Ba,FALSE,rhombohedral,not balanced,not balanced,"0,75","0,75","1,35","2,2","0,89","2,37071038","2,64009357","-2,939464286","0,552828938",-,"0,964285714"
3147,PdBeO3,Pd,Be,FALSE,cubic,4,2,"0,62","0,75","0,45","2,2","1,57","2,37071038","1,803349248","-1,166214286","0,772084161","4,307973589","0,321428571"
3148,PdBiO3,Pd,Bi,FALSE,cubic,not balanced,not balanced,"0,75","0,75","0,9","2,2","2,02","2,37071038","2,215655462","-1,884642857","0,660991122",-,"0,642857143"
3149,PdCaO3,Pd,Ca,FALSE,rhombohedral,not balanced,not balanced,"0,75","0,75",1,"2,2",1,"2,37071038","2,318139449","-2,325","0,633449825",-,"0,714285714"
3150,PdCdO3,Pd,Cd,FALSE,cubic,not balanced,not balanced,"0,75","0,75","0,95","2,2","1,69","2,37071038","2,286435201","-2,056607143","0,646927481",-,"0,678571429"
3151,PdCeO3,Pd,Ce,FALSE,orthorhombic,2,4,"0,86","0,75","0,87","2,2","1,12","2,37071038","2,268642439","-2,166714286","0,703991773","-173,4003942","0,621428571"
3152,PdCoO3,Pd,Co,FALSE,cubic,2,4,"0,86","0,75","0,53","2,2","1,88","2,37071038","1,930310969","-1,365","0,828011049","5,345872478","0,378571429"
3153,PdCrO3,Pd,Cr,FALSE,cubic,2,4,"0,86","0,75","0,55","2,2","1,66","2,37071038","1,960053288","-1,466","0,819518628","5,541369552","0,392857143"
3154,PdCsO3,Pd,Cs,FALSE,orthorhombic,not balanced,not balanced,"0,75","0,75","1,67","2,2","0,79","2,37071038","3,009747218","-3,501107143","0,495205075",-,"1,192857143"
3155,PdCuO3,Pd,Cu,FALSE,cubic,3,3,"0,76","0,75","0,54","2,2","1,9","2,37071038","2,005573846","-1,320571429","0,787294148","5,947328359","0,385714286"
