S.No,Compound,A,B,In literature,Lowest distortion,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ
1282,ErOsO3,Er,Os,FALSE,cubic,element not in BV,element not in BV,"1,06","0,89","0,57","1,24","2,2","2,536253277","1,954921624","-1,617571429","0,882986133",-,"0,407142857"
1283,ErPaO3,Er,Pa,FALSE,cubic,element not in BV,element not in BV,"1,06","0,89","0,91","1,24","1,5","2,536253277",0,"-2,567428571","0,753022806",-,"0,65"
1284,ErPbO3,Er,Pb,FALSE,cubic,not balanced,not balanced,"1,06","0,89","0,99","1,24","2,33","2,536253277","2,362863567","-2,414357143","0,727817022",-,"0,707142857"
1285,ErPdO3,Er,Pd,FALSE,cubic,not balanced,not balanced,"1,06","0,89","0,75","1,24","2,2","2,536253277","2,04250519","-1,980142857","0,809061712",-,"0,535714286"
1286,ErPmO3,Er,Pm,FALSE,cubic,element not in BV,element not in BV,"1,06","0,89","0,97","1,24","1,13","2,536253277",0,"-2,828357143","0,733958937",-,"0,692857143"
1287,ErPrO3,Er,Pr,FALSE,cubic,3,3,"1,06","0,89","0,99","1,24","1,13","2,536253277","2,340791612","-2,868642857","0,727817022","39,4304874","0,707142857"
1288,ErPtO3,Er,Pt,FALSE,cubic,element not in BV,element not in BV,"1,06","0,89","0,67","1,24","2,28","2,536253277","2,64390067","-1,788714286","0,840329798",-,"0,478571429"
1289,ErPuO3,Er,Pu,FALSE,cubic,element not in BV,element not in BV,"1,06","0,89","0,83","1,24","1,28","2,536253277","2,226583834","-2,489571429","0,780037077",-,"0,592857143"
1290,ErRbO3,Er,Rb,FALSE,orthorhombic,not balanced,not balanced,"1,06","0,89","1,52","1,24","0,82","2,536253277","2,825996661","-4,053571429","0,595713247",-,"1,085714286"
1291,ErReO3,Er,Re,FALSE,cubic,3,3,"1,06","0,89","0,63","1,24","1,9","2,536253277","1,98797081","-1,852","0,856888021","2,923503551","0,45"
1292,ErRhO3,Er,Rh,TRUE,cubic,3,3,"1,06","0,89","0,67","1,24","2,28","2,536253277","2,001424352","-1,788714286","0,840329798","3,435721459","0,478571429"
1293,ErRuO3,Er,Ru,FALSE,cubic,3,3,"1,06","0,89","0,68","1,24","2,2","2,536253277","2,018753288","-1,839142857","0,836289751","3,593042791","0,485714286"
1294,ErSbO3,Er,Sb,FALSE,cubic,3,3,"1,06","0,89","0,76","1,24","2,05","2,536253277","2,075848892","-2,057071429","0,805316056","5,418414744","0,542857143"
1295,ErScO3,Er,Sc,FALSE,cubic,3,3,"1,06","0,89","0,75","1,24","1,36","2,536253277","2,074614707","-2,298142857","0,809061712","5,122738301","0,535714286"
1296,ErSiO3,Er,Si,FALSE,cubic,3,3,"1,06","0,89","0,4","1,24","1,9","2,536253277","1,783360927","-1,388714286","0,966379268","2,657530513","0,285714286"
1297,ErSmO3,Er,Sm,FALSE,cubic,3,3,"1,06","0,89","0,96","1,24","1,17","2,536253277","2,311832729","-2,793071429","0,737068933","25,88723459","0,685714286"
1298,ErSnO3,Er,Sn,FALSE,cubic,not balanced,not balanced,"1,06","0,89","0,69","1,24","1,96","2,536253277","2,052287148","-1,950142857","0,832288364",-,"0,492857143"
1299,ErSrO3,Er,Sr,FALSE,orthorhombic,not balanced,not balanced,"1,06","0,89","1,18","1,24","0,95","2,536253277","2,452968591","-3,3195","0,674218094",-,"0,842857143"
1300,ErTaO3,Er,Ta,FALSE,cubic,3,3,"1,06","0,89","0,72","1,24","1,5","2,536253277","1,956808277","-2,184714286","0,820510699","4,363718673","0,514285714"
1301,ErTbO3,Er,Tb,FALSE,cubic,3,3,"1,06","0,89","0,92","1,24","1,2","2,536253277","2,256932729","-2,701142857","0,749777018","16,92349784","0,657142857"
1302,ErTcO3,Er,Tc,FALSE,cubic,element not in BV,element not in BV,"1,06","0,89","0,6","1,24","1,9","2,536253277",0,"-1,791571429","0,869741341",-,"0,428571429"
1303,ErTeO3,Er,Te,FALSE,cubic,not balanced,not balanced,"1,06","0,89","0,77","1,24","2,1","2,536253277","2,115491508","-2,058285714","0,801604922",-,"0,55"
1304,ErThO3,Er,Th,FALSE,cubic,not balanced,not balanced,"1,06","0,89","0,94","1,24","1,3","2,536253277","2,246056043","-2,703571429","0,743368667",-,"0,671428571"
1305,ErTiO3,Er,Ti,TRUE,orthorhombic,3,3,"1,06","0,89","0,67","1,24","1,54","2,536253277","1,927848949","-2,068857143","0,840329798","3,435721459","0,478571429"
1306,ErTlO3,Er,Tl,FALSE,cubic,3,3,"1,06","0,89","0,89","1,24","1,62","2,536253277","2,297683747","-2,481714286","0,759599424","13,0134114","0,635714286"
1307,ErTmO3,Er,Tm,FALSE,cubic,3,3,"1,06","0,89","0,88","1,24","1,25","2,536253277","2,119700811","-2,601642857","0,762931001","12,0083841","0,628571429"
1308,ErUO3,Er,U,FALSE,cubic,3,3,"1,06","0,89","1,03","1,24","1,38","2,536253277","2,0478","-2,854571429","0,715836495","99,89552614","0,735714286"
1309,ErVO3,Er,V,TRUE,orthorhombic,3,3,"1,06","0,89","0,64","1,24","1,63","2,536253277","1,758039163","-1,974357143","0,852687589","3,035266936","0,457142857"
1310,ErWO3,Er,W,FALSE,cubic,3,3,"1,06","0,89","0,66","1,24","2,36","2,536253277","1,7456","-1,738285714","0,844409069","3,290779345","0,471428571"
1311,ErYO3,Er,Y,FALSE,cubic,3,3,"1,06","0,89","0,9","1,24","1,22","2,536253277","2,235124352","-2,653285714","0,756296818","14,14906393","0,642857143"
1312,ErYbO3,Er,Yb,FALSE,cubic,3,3,"1,06","0,89","0,87","1,24","1,1","2,536253277","2,223980699","-2,638285714","0,76629193","11,11349532","0,621428571"
1313,ErZnO3,Er,Zn,FALSE,orthorhombic,not balanced,not balanced,"1,06","0,89","0,74","1,24","1,65","2,536253277","2,096140752","-2,168214286","0,812842375",-,"0,528571429"
1314,ErZrO3,Er,Zr,FALSE,cubic,3,3,"1,06","0,89","0,72","1,24","1,33","2,536253277","2,043777903","-2,249071429","0,820510699","4,363718673","0,514285714"
1315,EuAcO3,Eu,Ac,FALSE,cubic,element not in BV,element not in BV,"1,48","1,06","1,12","1,2","1,1","2,675987786",0,"-3,508857143","0,808122036",-,"0,8"
1316,EuAgO3,Eu,Ag,FALSE,orthorhombic,3,3,"1,12","1,06","0,75","1,2","1,93","2,675987786","2,488353231","-2,125428571","0,828794925","4,038436783","0,535714286"
1317,EuAlO3,Eu,Al,TRUE,cubic,3,3,"1,12","1,06","0,54","1,2","1,61","2,675987786","1,892894405","-1,827428571","0,918509839","2,121853426","0,385714286"
1318,EuAsO3,Eu,As,FALSE,tetragonal,3,3,"1,12","1,06","0,58","1,2","2,18","2,675987786","1,932227032","-1,680571429","0,899954085","2,217154328","0,414285714"
1319,EuAuO3,Eu,Au,FALSE,orthorhombic,element not in BV,element not in BV,"1,48","1,06","0,93","1,2","2,54","2,675987786","2,31369847","-2,362285714","0,874020399",-,"0,664285714"
1320,EuBO3,Eu,B,FALSE,cubic,not balanced,not balanced,"1,48","1,06","0,27","1,2","2,04","2,675987786","1,624661665","-1,287714286","1,219441635",-,"0,192857143"
1321,EuBaO3,Eu,Ba,FALSE,orthorhombic,not balanced,not balanced,"1,48","1,06","1,35","1,2","0,89","2,675987786","2,64009357","-4,086428571","0,740533647",-,"0,964285714"
1322,EuBeO3,Eu,Be,FALSE,cubic,not balanced,not balanced,"1,48","1,06","0,45","1,2","1,57","2,675987786","1,803349248","-1,901285714","1,100793259",-,"0,321428571"
1323,EuBiO3,Eu,Bi,FALSE,orthorhombic,3,3,"1,12","1,06","1,03","1,2","2,02","2,675987786","2,215655462","-2,657428571","0,733295921","31,30085486","0,735714286"
1324,EuCaO3,Eu,Ca,FALSE,cubic,not balanced,not balanced,"1,48","1,06",1,"1,2",1,"2,675987786","2,318139449","-3,318285714","0,848528137",-,"0,714285714"
1325,EuCdO3,Eu,Cd,FALSE,orthorhombic,not balanced,not balanced,"1,48","1,06","0,95","1,2","1,69","2,675987786","2,286435201","-2,852142857","0,866581928",-,"0,678571429"
1326,EuCeO3,Eu,Ce,FALSE,cubic,2,4,"1,48","1,06","0,87","1,2","1,12","2,675987786","2,268642439","-2,991142857","0,89712226","4,012869866","0,621428571"
1327,EuCoO3,Eu,Co,FALSE,orthorhombic,2,4,"1,48","1,06","0,53","1,2","1,88","2,675987786","1,930310969","-1,899714286","1,055164523","4,080008734","0,378571429"
1328,EuCrO3,Eu,Cr,TRUE,orthorhombic,2,4,"1,48","1,06","0,55","1,2","1,66","2,675987786","1,960053288","-2,056571429","1,044342323","3,982298544","0,392857143"
1329,EuCsO3,Eu,Cs,FALSE,cubic,not balanced,not balanced,"1,48","1,06","1,67","1,2","0,79","2,675987786","3,009747218","-4,788428571","0,663344472",-,"1,192857143"
1330,EuCuO3,Eu,Cu,FALSE,orthorhombic,3,3,"1,12","1,06","0,54","1,2","1,9","2,675987786","2,005573846","-1,711428571","0,918509839","2,121853426","0,385714286"
1331,EuDyO3,Eu,Dy,FALSE,orthorhombic,3,3,"1,12","1,06","0,91","1,2","1,22","2,675987786","2,255580699","-2,734","0,771389216","10,32077221","0,65"
1332,EuErO3,Eu,Er,FALSE,orthorhombic,3,3,"1,12","1,06","0,89","1,2","1,24","2,675987786","2,250676638","-2,685428571","0,77812624","8,997117119","0,635714286"
1333,Eu2O3,Eu,Eu,FALSE,cubic,3,3,"1,12","1,06","0,95","1,2","1,2","2,675987786","2,354367494","-2,823142857","0,758259187","13,95831288","0,678571429"
1334,EuFeO3,Eu,Fe,TRUE,orthorhombic,3,3,"1,12","1,06","0,65","1,2","1,83","2,675987786","1,999521816","-1,962571429","0,869223946","2,654159611","0,464285714"
1335,EuGaO3,Eu,Ga,TRUE,rhombohedral,3,3,"1,12","1,06","0,62","1,2","1,81","2,675987786","1,974643898","-1,909714286","0,882133212","2,422217868","0,442857143"
1336,EuGdO3,Eu,Gd,FALSE,orthorhombic,3,3,"1,12","1,06","0,94","1,2","1,2","2,675987786","2,28415608","-2,802857143","0,761499611","12,89110064","0,671428571"
1337,EuGeO3,Eu,Ge,FALSE,rhombohedral,2,4,"1,48","1,06","0,53","1,2","2,01","2,675987786","1,899964183","-1,831","1,055164523","4,080008734","0,378571429"
1338,EuHfO3,Eu,Hf,FALSE,orthorhombic,2,4,"1,48","1,06","0,71","1,2","1,3","2,675987786","2,027412322","-2,571428571","0,965150488","3,647569868","0,507142857"
1339,EuHgO3,Eu,Hg,FALSE,orthorhombic,not balanced,not balanced,"1,48","1,06","1,11","1,2",2,"2,675987786","2,323654714","-3,012857143","0,811341645",-,"0,792857143"
1340,EuHoO3,Eu,Ho,FALSE,orthorhombic,3,3,"1,12","1,06","0,9","1,2","1,23","2,675987786","2,25865608","-2,709714286","0,774743082","9,626967024","0,642857143"
1341,EuInO3,Eu,In,FALSE,orthorhombic,3,3,"1,12","1,06","0,8","1,2","1,78","2,675987786","2,147680955","-2,286857143","0,809958677","5,23245633","0,571428571"
1342,EuIrO3,Eu,Ir,FALSE,orthorhombic,2,4,"1,48","1,06","0,63","1,2","2,2","2,675987786","2,009082787","-1,933428571","1,003185975","3,723376904","0,45"
1343,EuKO3,Eu,K,FALSE,cubic,not balanced,not balanced,"1,48","1,06","1,38","1,2","0,82","2,675987786","2,723507129","-4,184285714","0,732542277",-,"0,985714286"
1344,EuLaO3,Eu,La,FALSE,orthorhombic,3,3,"1,12","1,06","1,03","1,2","1,1","2,675987786","2,376509378","-3,025428571","0,733295921","31,30085486","0,735714286"
1345,EuLiO3,Eu,Li,FALSE,rhombohedral,not balanced,not balanced,"1,48","1,06","0,76","1,2","0,98","2,675987786","2,095547886","-2,842","0,942809042",-,"0,542857143"
1346,EuLuO3,Eu,Lu,FALSE,orthorhombic,3,3,"1,12","1,06","0,86","1,2","1,27","2,675987786","2,209114963","-2,612571429","0,788455349","7,418569283","0,614285714"
1347,EuMgO3,Eu,Mg,FALSE,orthorhombic,not balanced,not balanced,"1,48","1,06","0,72","1,2","1,31","2,675987786","2,046489492","-2,586428571","0,960597891",-,"0,514285714"
1348,EuMnO3,Eu,Mn,TRUE,rhombohedral,2,4,"1,48","1,06","0,53","1,2","1,55","2,675987786","2,16999357","-2,074142857","1,055164523","4,080008734","0,378571429"
1349,EuMoO3,Eu,Mo,FALSE,orthorhombic,2,4,"1,48","1,06","0,65","1,2","2,16","2,675987786","1,7893","-1,995142857","0,993398795","3,68825035","0,464285714"
1350,EuNaO3,Eu,Na,FALSE,orthorhombic,not balanced,not balanced,"1,48","1,06","1,02","1,2","0,93","2,675987786","2,425828064","-3,395857143","0,841515508",-,"0,728571429"
1351,EuNbO3,Eu,Nb,FALSE,orthorhombic,2,4,"1,48","1,06","0,68","1,2","1,6","2,675987786","1,955055241","-2,352","0,979070928","3,655989024","0,485714286"
1352,EuNdO3,Eu,Nd,FALSE,cubic,3,3,"1,12","1,06","0,98","1,2","1,14","2,675987786","2,320966993","-2,908","0,748701298","18,10471665","0,7"
1353,EuNiO3,Eu,Ni,TRUE,orthorhombic,3,3,"1,12","1,06","0,6","1,2","1,91","2,675987786","2,103725488","-1,829142857","0,890954544","2,305473586","0,428571429"
1354,EuNpO3,Eu,Np,FALSE,orthorhombic,element not in BV,element not in BV,"1,48","1,06","0,86","1,2","1,36","2,675987786",0,"-2,844","0,901091827",-,"0,614285714"
1355,EuOsO3,Eu,Os,FALSE,orthorhombic,element not in BV,element not in BV,"1,48","1,06","0,57","1,2","2,2","2,675987786","1,954921624","-1,811714286","1,033739863",-,"0,407142857"
1356,EuPaO3,Eu,Pa,FALSE,orthorhombic,element not in BV,element not in BV,"1,48","1,06","0,91","1,2","1,5","2,675987786",0,"-2,871428571","0,881587675",-,"0,65"
1357,EuPbO3,Eu,Pb,FALSE,orthorhombic,2,4,"1,48","1,06","0,78","1,2","2,33","2,675987786","2,362863567","-2,169","0,934159417","3,719698292","0,557142857"
1358,EuPdO3,Eu,Pd,FALSE,orthorhombic,2,4,"1,48","1,06","0,62","1,2","2,2","2,675987786","2,04250519","-1,913142857","1,008152242","3,745152063","0,442857143"
1359,EuPmO3,Eu,Pm,FALSE,orthorhombic,element not in BV,element not in BV,"1,48","1,06","0,97","1,2","1,13","2,675987786",0,"-3,188714286","0,859269",-,"0,692857143"
1360,EuPrO3,Eu,Pr,FALSE,cubic,2,4,"1,48","1,06","0,85","1,2","1,13","2,675987786","2,340791612","-2,945285714","0,90509668","3,926535441","0,607142857"
1361,EuPtO3,Eu,Pt,FALSE,orthorhombic,element not in BV,element not in BV,"1,48","1,06","0,67","1,2","2,28","2,675987786","2,64390067","-1,972285714","0,983800739",-,"0,478571429"
1362,EuPuO3,Eu,Pu,FALSE,orthorhombic,element not in BV,element not in BV,"1,48","1,06","0,83","1,2","1,28","2,675987786","2,226583834","-2,825428571","0,913214139",-,"0,592857143"
1363,EuRbO3,Eu,Rb,FALSE,cubic,not balanced,not balanced,"1,48","1,06","1,52","1,2","0,82","2,675987786","2,825996661","-4,468285714","0,697420387",-,"1,085714286"
1364,EuReO3,Eu,Re,FALSE,orthorhombic,2,4,"1,48","1,06","0,63","1,2","1,9","2,675987786","1,98797081","-2,092","1,003185975","3,723376904","0,45"
1365,EuRhO3,Eu,Rh,TRUE,orthorhombic,2,4,"1,48","1,06","0,6","1,2","2,28","2,675987786","2,001424352","-1,830285714","1,018233765","3,797404393","0,428571429"
1366,EuRuO3,Eu,Ru,FALSE,orthorhombic,2,4,"1,48","1,06","0,62","1,2","2,2","2,675987786","2,018753288","-1,913142857","1,008152242","3,745152063","0,442857143"
1367,EuSbO3,Eu,Sb,FALSE,orthorhombic,3,3,"1,12","1,06","0,76","1,2","2,05","2,675987786","2,075848892","-2,097714286","0,824957911","4,243460665","0,542857143"
1368,EuScO3,Eu,Sc,TRUE,orthorhombic,3,3,"1,12","1,06","0,75","1,2","1,36","2,675987786","2,074614707","-2,353428571","0,828794925","4,038436783","0,535714286"
1369,EuSiO3,Eu,Si,FALSE,cubic,3,3,"1,12","1,06","0,4","1,2","1,9","2,675987786","1,783360927","-1,427428571","0,989949494","2,6583543","0,285714286"
1370,EuSmO3,Eu,Sm,FALSE,orthorhombic,3,3,"1,12","1,06","0,96","1,2","1,17","2,675987786","2,311832729","-2,855428571","0,755046224","15,16339051","0,685714286"
1371,EuSnO3,Eu,Sn,FALSE,orthorhombic,2,4,"1,48","1,06","0,69","1,2","1,96","2,675987786","2,052287148","-2,182","0,974386378","3,65055888","0,492857143"
1372,EuSrO3,Eu,Sr,FALSE,cubic,not balanced,not balanced,"1,48","1,06","1,18","1,2","0,95","2,675987786","2,452968591","-3,709857143","0,7893285",-,"0,842857143"
1373,EuTaO3,Eu,Ta,FALSE,orthorhombic,2,4,"1,48","1,06","0,68","1,2","1,5","2,675987786","1,956808277","-2,404857143","0,979070928","3,655989024","0,485714286"
1374,EuTbO3,Eu,Tb,FALSE,orthorhombic,2,4,"1,48","1,06","0,76","1,2","1,2","2,675987786","2,256932729","-2,725714286","0,942809042","3,685856125","0,542857143"
1375,EuTcO3,Eu,Tc,FALSE,orthorhombic,element not in BV,element not in BV,"1,48","1,06","0,6","1,2","1,9","2,675987786",0,"-2,031142857","1,018233765",-,"0,428571429"
1376,EuTeO3,Eu,Te,FALSE,orthorhombic,2,4,"1,48","1,06","0,97","1,2","2,1","2,675987786","2,115491508","-2,676","0,859269","4,665871837","0,692857143"
1377,EuThO3,Eu,Th,FALSE,orthorhombic,2,4,"1,48","1,06","0,94","1,2","1,3","2,675987786","2,246056043","-3,038","0,870285269","4,426605208","0,671428571"
1378,EuTiO3,Eu,Ti,TRUE,orthorhombic,2,4,"1,48","1,06","0,61","1,2","1,54","2,675987786","1,927848949","-2,241714286","1,013167925","3,76980693","0,435714286"
1379,EuTlO3,Eu,Tl,FALSE,orthorhombic,3,3,"1,12","1,06","0,89","1,2","1,62","2,675987786","2,297683747","-2,533428571","0,77812624","8,997117119","0,635714286"
1380,EuTmO3,Eu,Tm,FALSE,orthorhombic,3,3,"1,12","1,06","0,88","1,2","1,25","2,675987786","2,119700811","-2,661142857","0,781539074","8,423340895","0,628571429"
1381,EuUO3,Eu,U,FALSE,cubic,2,4,"1,48","1,06","0,89","1,2","1,38","2,675987786","2,0478","-2,894285714","0,889287131","4,112554496","0,635714286"
1382,EuVO3,Eu,V,FALSE,orthorhombic,2,4,"1,48","1,06","0,58","1,2","1,63","2,675987786","1,758039163","-2,133285714","1,028518954","3,861717663","0,414285714"
1383,EuWO3,Eu,W,FALSE,orthorhombic,2,4,"1,48","1,06","0,66","1,2","2,36","2,675987786","1,7456","-1,909714286","0,988576471","3,674808377","0,471428571"
1384,EuYO3,Eu,Y,FALSE,orthorhombic,3,3,"1,12","1,06","0,9","1,2","1,22","2,675987786","2,235124352","-2,713714286","0,774743082","9,626967024","0,642857143"
1385,EuYbO3,Eu,Yb,FALSE,cubic,3,3,"1,12","1,06","0,87","1,2","1,1","2,675987786","2,223980699","-2,700857143","0,784981977","7,899022623","0,621428571"
1386,EuZnO3,Eu,Zn,FALSE,rhombohedral,not balanced,not balanced,"1,48","1,06","0,74","1,2","1,65","2,675987786","2,096140752","-2,447285714","0,951620341",-,"0,528571429"
1387,EuZrO3,Eu,Zr,FALSE,orthorhombic,2,4,"1,48","1,06","0,72","1,2","1,33","2,675987786","2,043777903","-2,575857143","0,960597891","3,649993054","0,514285714"
1388,FeAcO3,Fe,Ac,FALSE,orthorhombic,element not in BV,element not in BV,"0,85","0,67","1,12","1,83","1,1","2,290643632",0,"-2,730357143","0,63134534",-,"0,8"
1389,FeAgO3,Fe,Ag,FALSE,orthorhombic,3,3,"0,78","0,67","0,75","1,83","1,93","2,290643632","2,488353231","-1,773321429","0,716973387","72,41646954","0,535714286"
1390,FeAlO3,Fe,Al,FALSE,cubic,3,3,"0,78","0,67","0,54","1,83","1,61","2,290643632","1,892894405","-1,483714286","0,794583909","5,376768062","0,385714286"
1391,FeAsO3,Fe,As,FALSE,cubic,3,3,"0,78","0,67","0,58","1,83","2,18","2,290643632","1,932227032","-1,397071429","0,778531709","7,031573282","0,414285714"
1392,FeAuO3,Fe,Au,FALSE,cubic,element not in BV,element not in BV,"0,85","0,67","0,93","1,83","2,54","2,290643632","2,31369847","-1,950535714","0,682828437",-,"0,664285714"
1393,FeBO3,Fe,B,FALSE,cubic,3,3,"0,78","0,67","0,27","1,83","2,04","2,290643632","1,624661665","-0,876964286","0,923049571","4,354565646","0,192857143"
1394,FeBaO3,Fe,Ba,FALSE,orthorhombic,not balanced,not balanced,"0,85","0,67","1,35","1,83","0,89","2,290643632","2,64009357","-3,208928571","0,578541912",-,"0,964285714"
1395,FeBeO3,Fe,Be,FALSE,cubic,not balanced,not balanced,"0,85","0,67","0,45","1,83","1,57","2,290643632","1,803349248","-1,379285714","0,859994734",-,"0,321428571"
1396,FeBiO3,Fe,Bi,FALSE,orthorhombic,1,5,"0,92","0,67","0,76","1,83","2,02","2,290643632","2,215655462","-1,837285714","0,759485061","7,17810702","0,542857143"
1397,FeCaO3,Fe,Ca,FALSE,orthorhombic,not balanced,not balanced,"0,85","0,67",1,"1,83",1,"2,290643632","2,318139449","-2,544285714","0,662912607",-,"0,714285714"
1398,FeCdO3,Fe,Cd,FALSE,orthorhombic,not balanced,not balanced,"0,85","0,67","0,95","1,83","1,69","2,290643632","2,286435201","-2,244642857","0,677017131",-,"0,678571429"
1399,FeCeO3,Fe,Ce,FALSE,orthorhombic,2,4,"0,92","0,67","0,87","1,83","1,12","2,290643632","2,268642439","-2,331392857","0,72268182","35,45681852","0,621428571"
1400,FeCoO3,Fe,Co,FALSE,cubic,2,4,"0,92","0,67","0,53","1,83","1,88","2,290643632","1,930310969","-1,468464286","0,849993644","4,936557696","0,378571429"
1401,FeCrO3,Fe,Cr,FALSE,cubic,2,4,"0,92","0,67","0,55","1,83","1,66","2,290643632","1,960053288","-1,576821429","0,84127576","5,048359557","0,392857143"
1402,FeCsO3,Fe,Cs,FALSE,rhombohedral,not balanced,not balanced,"0,85","0,67","1,67","1,83","0,79","2,290643632","3,009747218","-3,816428571","0,518237869",-,"1,192857143"
1403,FeCuO3,Fe,Cu,FALSE,cubic,not balanced,not balanced,"0,85","0,67","0,68","1,83","1,9","2,290643632","2,005573846","-1,693928571","0,764899162",-,"0,485714286"
1404,FeDyO3,Fe,Dy,FALSE,cubic,3,3,"0,78","0,67","0,91","1,83","1,22","2,290643632","2,255580699","-2,259678571","0,667312893","-24,14280496","0,65"
1405,FeErO3,Fe,Er,FALSE,cubic,3,3,"0,78","0,67","0,89","1,83","1,24","2,290643632","2,250676638","-2,218035714","0,673140953","-27,35618973","0,635714286"
1406,FeEuO3,Fe,Eu,FALSE,orthorhombic,3,3,"0,78","0,67","0,95","1,83","1,2","2,290643632","2,354367494","-2,337392857","0,655954376","-20,01899758","0,678571429"
1407,Fe2O3,Fe,Fe,FALSE,cubic,3,3,"0,78","0,67","0,65","1,83","1,83","2,290643632","1,999521816","-1,620821429","0,751947699","12,89917997","0,464285714"
1408,FeGaO3,Fe,Ga,FALSE,cubic,3,3,"0,78","0,67","0,62","1,83","1,81","2,290643632","1,974643898","-1,572285714","0,763115239","9,698019771","0,442857143"
1409,FeGdO3,Fe,Gd,FALSE,orthorhombic,3,3,"0,78","0,67","0,94","1,83","1,2","2,290643632","2,28415608","-2,319357143","0,6587576","-20,85227323","0,671428571"
1410,FeGeO3,Fe,Ge,FALSE,cubic,2,4,"0,92","0,67","0,53","1,83","2,01","2,290643632","1,899964183","-1,42575","0,849993644","4,936557696","0,378571429"
1411,FeHfO3,Fe,Hf,FALSE,cubic,2,4,"0,92","0,67","0,71","1,83","1,3","2,290643632","2,027412322","-1,983678571","0,777482338","7,973615163","0,507142857"
1412,FeHgO3,Fe,Hg,FALSE,orthorhombic,not balanced,not balanced,"0,85","0,67","1,11","1,83",2,"2,290643632","2,323654714","-2,439107143","0,63386066",-,"0,792857143"
1413,FeHoO3,Fe,Ho,FALSE,cubic,3,3,"0,78","0,67","0,9","1,83","1,23","2,290643632","2,25865608","-2,238857143","0,670214253","-25,61344984","0,642857143"
1414,FeInO3,Fe,In,FALSE,-,not balanced,not balanced,"0,85","0,67","0,8","1,83","1,78","2,290643632","2,147680955","-1,946785714","0,72317739",-,"0,571428571"
1415,FeIrO3,Fe,Ir,FALSE,cubic,2,4,"0,92","0,67","0,63","1,83","2,2","2,290643632","2,009082787","-1,543678571","0,808122036","5,935427609","0,45"
1416,FeKO3,Fe,K,FALSE,orthorhombic,not balanced,not balanced,"0,85","0,67","1,38","1,83","0,82","2,290643632","2,723507129","-3,284285714","0,572298654",-,"0,985714286"
1417,FeLaO3,Fe,La,FALSE,orthorhombic,3,3,"0,78","0,67","1,03","1,83","1,1","2,290643632","2,376509378","-2,509535714","0,63435917","-15,81228717","0,735714286"
1418,FeLiO3,Fe,Li,FALSE,orthorhombic,not balanced,not balanced,"0,85","0,67","0,76","1,83","0,98","2,290643632","2,095547886","-2,1175","0,736569564",-,"0,542857143"
1419,FeLuO3,Fe,Lu,FALSE,-,3,3,"0,78","0,67","0,86","1,83","1,27","2,290643632","2,209114963","-2,155571429","0,682076453",-,"0,614285714"
1420,FeMgO3,Fe,Mg,FALSE,cubic,not balanced,not balanced,"0,85","0,67","0,72","1,83","1,31","2,290643632","2,046489492","-1,945178571","0,750467103",-,"0,514285714"
1421,FeMnO3,Fe,Mn,FALSE,cubic,2,4,"0,92","0,67","0,53","1,83","1,55","2,290643632","2,16999357","-1,576892857","0,849993644","4,936557696","0,378571429"
1422,FeMoO3,Fe,Mo,FALSE,rhombohedral,2,4,"0,92","0,67","0,65","1,83","2,16","2,290643632","1,7893","-1,592892857","0,800237918","6,302258876","0,464285714"
1423,FeNaO3,Fe,Na,FALSE,orthorhombic,not balanced,not balanced,"0,85","0,67","1,02","1,83","0,93","2,290643632","2,425828064","-2,601607143","0,657433991",-,"0,728571429"
1424,FeNbO3,Fe,Nb,FALSE,orthorhombic,2,4,"0,92","0,67","0,68","1,83","1,6","2,290643632","1,955055241","-1,831","0,788696025","7,010373577","0,485714286"
1425,FeNdO3,Fe,Nd,FALSE,orthorhombic,not balanced,not balanced,"0,85","0,67","0,98","1,83","1,14","2,290643632","2,320966993","-2,465714286","0,668483302",-,"0,7"
1426,FeNiO3,Fe,Ni,FALSE,cubic,2,4,"0,92","0,67","0,48","1,83","1,91","2,290643632","2,103725488","-1,368428571","0,872599858","4,808776404","0,342857143"
1427,FeNpO3,Fe,Np,FALSE,cubic,element not in BV,element not in BV,"0,85","0,67","0,86","1,83","1,36","2,290643632",0,"-2,1825","0,70397799",-,"0,614285714"
1428,FeOsO3,Fe,Os,FALSE,cubic,element not in BV,element not in BV,"0,85","0,67","0,57","1,83","2,2","2,290643632","1,954921624","-1,404464286","0,807609268",-,"0,407142857"
1429,FePaO3,Fe,Pa,FALSE,cubic,element not in BV,element not in BV,"0,85","0,67","0,91","1,83","1,5","2,290643632",0,"-2,230178571","0,688740371",-,"0,65"
1430,FePbO3,Fe,Pb,FALSE,rhombohedral,2,4,"0,92","0,67","0,78","1,83","2,33","2,290643632","2,362863567","-1,7715","0,752517308","12,08477927","0,557142857"
1431,FePdO3,Fe,Pd,FALSE,cubic,2,4,"0,92","0,67","0,62","1,83","2,2","2,290643632","2,04250519","-1,525642857","0,81212264","5,777918595","0,442857143"
1432,FePmO3,Fe,Pm,FALSE,orthorhombic,element not in BV,element not in BV,"0,85","0,67","0,97","1,83","1,13","2,290643632",0,"-2,450714286","0,671303906",-,"0,692857143"
